id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm82044,Secret of the Wastelands,MOVIE,"Hoppy is leading a scientific expedition and the Chinese who have a hidden settlement nearby are trying to stop them. Saulters and his outlaw gang are also in the area looking for a gold mine. When Saulters men attack, the gold mine is found. Hoppy agrees to file for the Chinese and heads after Saulters in the chase to the land office.",1941,,66,"['western', 'action']",['US'],,tt0034166,6.6,169.0,0.961,
tm7496,Blockade,MOVIE,A simple peasant is forced to take up arms to defend his farm during the Spanish Civil War. Along the way he falls in love with a Russian girl whose father is involved in espionage.,1938,,85,"['drama', 'romance', 'war']",['US'],,tt0029924,5.6,557.0,3.69,5.5
tm117296,Two Weeks to Live,MOVIE,"When Abner is mistakenly diagnosed as having only two weeks to live, his partner gets the idea that they can make a ton of money by having Abner perform all kinds of dangerous stunts.",1943,,76,"['comedy', 'action']",['US'],,tt0035480,5.6,198.0,0.662,2.0
tm99988,Randy Rides Alone,MOVIE,"Bandits lead by Matt the Mute enter a bar and kill multiple people. Randy Bowers comes to town and is framed by Matt the Mute, who is working with the sheriff (who doesn't know Matt is really a criminal). Randy escapes with the help of the niece of the dead owner of the bar. Bowers ends up running from the sheriff, and ends up in the cave in which the bandits have their hide-out…",1934,,53,"['western', 'action', 'romance']",['US'],,tt0025699,5.3,1060.0,2.811,4.9
tm1345,Abilene Town,MOVIE,"Marshall Dan Mitchell, who is the law in Abilene, has the job of keeping peace between two groups. For a long time, the town had been divided, with the cattlemen and cowboys having one end of town to themselves, while townspeople occupied the other end. Mitchell liked it this way, it made things easier for him, and kept problems from arising between the two factions. However…",1946,,89,"['western', 'romance', 'action']",['US'],,tt0038284,6.2,1000.0,2.833,5.3
tm64603,Port of New York,MOVIE,"This film tells the story of a customs and treasury agent out to stop the distribution of opium, that came in on a ship in the Port of New York but was smuggled off by drug dealers.",1949,,82,"['crime', 'drama', 'thriller']",['US'],,tt0041761,6.0,920.0,3.025,4.7
tm7265,God's Step Children,MOVIE,"Naomi, a light-skinned Black child, is abandoned by her mother and raised by the virtuous Mrs. Saunders.  When the girl's fixation with whiteness turns her against her own race, she is sent to a convent.  Hopelessly in love with her adoptive brother Jimmie, Naomi consents to marry his friend, but is repulsed by his darker skin and unrefined ways.",1938,,70,['drama'],['US'],,tt0028942,5.7,102.0,0.6,5.0
tm2865,Broadway to Cheyenne,MOVIE,A cowboy detective goes up against a gang of big-city thugs trying to set up a protection racket out west.,1932,G,52,"['western', 'crime', 'romance', 'action']",['US'],,tt0022921,4.7,140.0,1.995,4.3
tm85410,One Exciting Night,MOVIE,"A young orphan girl, courted by an unpleasant older suitor who has a hold over her adoptive mother, falls in love with Fairfax, a young stranger at a party. A group of bootleggers try to get away with the loot stashed previously within Fairfax's mansion; Mysterious faces peer into the windows and shadowy figures stalk the hall. One of the bootleggers is killed and the young stranger becomes the prime suspect.",1922,,143,"['crime', 'comedy', 'horror']",['US'],,tt0013458,5.5,150.0,0.931,5.5
tm16537,Apology for Murder,MOVIE,"Head over heels in love with a stern and cold older businessman's young wife, a reporter is seduced into conspiring to murder him so she can inherit his estate, while pinning the murder on another businessman.",1945,,67,"['crime', 'drama']",['US'],,tt0037518,5.7,340.0,2.731,4.6
tm115918,Hi Diddle Diddle,MOVIE,"When the bride's mother is supposedly swindled out of her money by a spurned suitor, the groom's father orchestrates a scheme of his own to set things right. He is aided by a cabaret singer, while placating a jealous wife.",1943,,72,"['comedy', 'romance']",['US'],,tt0035996,6.7,583.0,1.613,7.7
tm67692,Wild Weed,MOVIE,A chorus girl's career is ruined and her brother is driven to suicide when she starts smoking marijuana.,1949,,70,['drama'],['US'],,tt0041865,4.3,438.0,1.4,4.5
tm88677,Love Laughs at Andy Hardy,MOVIE,Andy Hardy goes to college after serving in the war and finds his sweetheart is engaged to someone else.,1946,,93,"['comedy', 'romance', 'family']",['US'],,tt0038704,5.9,699.0,1.729,5.3
tm88617,The Fabulous Dorseys,MOVIE,"The story of Tommy and Jimmy Dorsey from their boyhood in Pennsylvania through their rise, their breakup, and their personal reunion.",1947,,88,"['drama', 'music', 'romance']",['US'],,tt0039365,5.6,571.0,1.789,5.3
tm162830,The Hoosier Schoolmaster,MOVIE,"Right after the Civil War, an ex-Union soldier sets out to become a schoolmaster in his small town, even though many locals still harbor a resentment against ""Yankees"". He goes up against the town bully, who both want the same girl, and his troubles multiply when a vicious band of nightriders set out to drive him out of town.",1935,,75,['drama'],['US'],,tt0026492,5.7,63.0,0.871,5.0
tm79526,Man With Two Lives,MOVIE,"A man is brought back from death at the same time a vicious criminal dies in the electric chair. However, the man's soul is now taken over by the electrocuted gangster, who embarks on a vengeful crime wave.",1942,,65,"['horror', 'thriller']",['US'],,tt0035031,5.2,259.0,1.464,5.3
tm137977,I Cover the Waterfront,MOVIE,An investigative reporter romances a suspected smuggler's daughter.,1933,,75,"['romance', 'drama', 'crime']",['US'],,tt0024151,6.3,594.0,2.412,5.8
tm156388,The Desert Trail,MOVIE,Rodeo star John Scott and his gambler friend Kansas Charlie are wrongly accused of armed robbery. They leave town as fast as they can to go looking for their own suspects in Poker City.,1935,G,54,"['western', 'action', 'romance']",['US'],,tt0026273,5.3,928.0,2.847,4.7
tm98597,Marie Galante,MOVIE,"There is unease in a pre-WWII world. Marie is kidnapped in France by sailors looking for pleasure and taken aboard a ship on a shady mission, then thrown off at Yucatan. She winds up singing in a cafe in the Panama Canal zone.",1934,,88,"['thriller', 'drama', 'romance']",['US'],,tt0025472,5.7,358.0,2.014,4.6
tm162381,The Dawn Rider,MOVIE,"When John Mason's father is killed, John is wounded. Attracted to his nurse Alice, a conflict arises between him and his friend Ben who plans to marry Alice. John later finds the killer of his father but goes to face him not knowing Ben has removed the bullets from his gun.",1935,,52,"['western', 'drama', 'action']",['US'],,tt0026267,5.1,1178.0,3.461,4.8
tm997,The Admiral Was a Lady,MOVIE,"Ex-WAVE encounters four fun-loving, work-hating men, all of whom want to marry her.",1950,G,87,"['romance', 'comedy']",['US'],,tt0042182,5.8,356.0,2.222,6.1
tm16141,White Pongo,MOVIE,"Suspecting that a safari guide is a wanted killer, undercover policeman Geoffrey Bishop (Richard Fraser) joins a safari led by the suspect for a scientist that hopes to find and prove that a fabled white gorilla is a missing link.",1945,,71,"['horror', 'action', 'comedy']",['US'],,tt0038246,3.0,645.0,1.861,4.5
tm6793,The Rage of Paris,MOVIE,"Nicole has no job and is several weeks behind with her rent. Her solution to her problems is to try and snare a rich husband. Enlisting the help of her friend Gloria and the maitre'd at a ritzy New York City hotel, the trio plot to have Gloria catch the eye of Bill Duncan, a millionaire staying at the hotel. The plan works and the two quickly become engaged. Nicole's plan may be thwarted by Bill's friend, Jim Trevor, who's met Nicole before and sees through her plot.",1938,,78,"['comedy', 'romance']",['US'],,tt0030652,7.0,853.0,3.336,6.2
tm2601,Why We Fight: The Battle of China,MOVIE,"The sixth film of Frank Capra's Why We Fight propaganda film series illustrates Japan's occupation of China, including Madame Chiang Kai-Shek's stirring address before congress, the rape of Nanking, the great 2,000 mile migration, and Claire Chennault's Flying Tigers.",1944,,65,"['documentation', 'war', 'history']",['US'],,tt0184254,7.0,725.0,1.89,6.4
tm69197,Never Fear,MOVIE,A dancer who has just gotten engaged to her partner and choreographer and is about to embark on a major career is devastated to learn that she has contracted polio.,1950,,82,['drama'],['US'],,tt0384372,6.4,542.0,3.244,6.1
tm59169,The Man Who Cheated Himself,MOVIE,A veteran homicide detective who has witnessed his socialite girlfriend kill her husband sees his inexperienced brother assigned to the case.,1950,,81,"['thriller', 'crime', 'drama']",['US'],,tt0042707,6.8,2322.0,3.388,5.9
tm72444,Lucky Ghost,MOVIE,"An all-black horror comedy starring Mantan Moreland and sometimes partner (and straight man) F.E. Miller, Lucky Ghost is amusing low-brow fare that exploits the more base, stereotypical elements of old-time black life (chicken thievin', gamblin', runnin' from ghosteses) for laughs -- sort of like the BET of its day. Mantan and Miller win a house-cum-casino in a craps game, only to discover that the deceased former owners aren't too pleased that their old home is being used for ""jitterbugging, jiving, and hullaballooing"". I hate hullaballooing. The ghosts decide to scare everyone off by opening doors and windows, pulling out chairs, even playing the drums.",1942,PG,61,"['comedy', 'thriller']",['US'],,tt0033856,5.9,186.0,0.81,6.6
tm78294,Redhead,MOVIE,"A wealthy businessman's irresponsible son and a down-on-her-luck model enter into a marriage of convenience, and end up falling in love.",1941,,64,"['comedy', 'romance']",['US'],,tt0034087,5.9,85.0,1.537,5.0
tm165496,Rocky Mountain Mystery,MOVIE,"A mining engineer teams up with a crusty deputy sheriff to solve the mystery killings at an old mine where the owner's family waits for him to die, and where a valuable radium strike may have been made.",1935,,63,['western'],['US'],,tt0026944,5.9,350.0,1.445,5.6
tm160004,Rough Riders' Round-up,MOVIE,"Roy Rogers is a cowboy who joins the Border Patrol, only to have his buddy Tommy get killed at a local saloon. Determined to get revenge at any cost, Roy and Rusty cross the border in search of Arizona Jack, the man responsible for Tommy's death.",1939,,58,"['western', 'action', 'drama', 'music']",['US'],,tt0031880,5.4,246.0,1.23,6.0
tm320369,Fighting Mustang,MOVIE,"Filmed back-to-back with three other Sunset Carson vehicles in 1947, this Yucca Pictures Western starred the former Republic cowboy as a Texas Ranger chasing a gang of rustlers into the notorious outlaw territory of Three Corners. Attempting to sabotage the proposed annexation of the territory, desperado Bart Dawson (Stephen Keyes) and his men ambush Sunset and his young trainee Jed (Al Terry). The villains, who have been terrorizing pretty trading post operator Helen Bennett (Patricia Starling), are eventually defeated by the rangers in a violent gun battle and the planned annexation takes place on schedule. For all intents and purposes, the handsome but wooden Sunset Carson ended his screen career with this series of extremely low-budget Westerns, originally filmed in 16mm and released by that dumping ground of Poverty Row flotsam, Astor Pictures.",1948,,56,['western'],['US'],,tt0040356,7.5,63.0,0.6,
tm67007,Outpost in Morocco,MOVIE,"Captain Gerard, greatest lover in the Foreign Legion, is assigned to escort an emir's daughter to her father's mountain citadel and find out what he can about the emir's activities. Gerard enjoys his work with lovely Cara, but arrives to find rebellion brewing.",1949,,92,['action'],['US'],,tt0041724,5.2,447.0,3.667,4.9
tm64939,The Sundowners,MOVIE,Brother is pitted against brother in this tale of fueding ranchers in the old west.,1950,,83,['western'],['US'],,tt0043013,5.6,480.0,1.478,5.8
tm108526,Rogue of the Range,MOVIE,Doran and the Sheriff have a scheme to bring in an outlaw gang. Doran is sent to prison so he and the gang leader Mitchell can break out. This gets him into the gang but he is in trouble when it's revealed he is working with the Sheriff.,1936,,56,"['western', 'drama', 'romance', 'action']",['US'],,tt0028199,5.7,91.0,1.21,
tm5402,Bill and Coo,MOVIE,"The feathered residents of Chirpendale are terrorized by an evil black crow by the name of ""The Black Menace"". But to the citizen's rescue comes a brave young taxi puller named Bill!  In other words, every single role in this film is played by birds. Actual birds.",1948,,61,"['family', 'fantasy']",['US'],,tt0039188,5.5,271.0,1.477,6.8
tm59437,Edge of Doom,MOVIE,A priest sets out to catch the man who killed one of his colleagues.,1950,,99,"['drama', 'crime']",['US'],,tt0042428,6.4,753.0,3.214,5.6
tm10553,Saleslady,MOVIE,"A young heiress moves away from home, takes a job in a Chicago department store and weds a co-worker who's unaware of his bride's wealthy background.",1938,,65,"['drama', 'comedy', 'romance']",['US'],,tt0030710,5.4,159.0,1.96,
tm7930,The Cowboy and the Lady,MOVIE,"Mary Smith decides after a lifetime of being a shut-in to do something wild while her father is out campaigning for the presidency, so she takes off for the family's home in West Palm Beach and inadvertently becomes romantically entangled with earnest cowboy Stretch Willoughby. Neither the dalliance nor the cowboy fit with the upper class image projected by her esteemed father, forcing her to choose.",1938,,91,"['romance', 'comedy', 'drama', 'western']",['US'],,tt0030018,6.5,1573.0,2.427,6.4
tm47071,The Sea Ghost,MOVIE,"A crooked lawyer trying to cheat a young girl out of her inheritance tries to convince a sea captain to help him.  Re-released in 1939 as ""Phantom Submarine U-67.""",1931,,64,"['drama', 'war', 'action']",['US'],,tt0022352,5.6,113.0,0.749,5.0
tm218984,'Neath Canadian Skies,MOVIE,Canadian Mountie investigates a murder posing as a criminal.,1946,,41,['western'],['US'],,tt0038277,6.6,27.0,0.903,4.0
tm5162,The Greeks Had a Word for Them,MOVIE,"Sophisticated comedy: a trio of money hungry women who all have sugar daddies who keep them in the lap of luxury, even as they drive the men crazy. Each woman represents a different personality type, from sensitive, to kind-hearted, to difficult and untrustworthy. Set in the age of jazz, the twenties come roaring back with immorality and in-fighting.",1932,,79,['comedy'],['US'],,tt0022961,6.1,434.0,1.661,4.4
tm76749,Mr. Wise Guy,MOVIE,"The gang is sent to the Wilton Reform School after they are unjustly convicted of stealing a truck. Bill Collins, brother of co-leader Danny, becomes involved in a killing and, while also innocent, is convicted and sentenced to death. Through a series of events, Muggs, Glimpy, Danny and the rest of the gang, learn that Knobby, a henchman of Luke Manning, knows something about the murder.",1942,,70,"['drama', 'comedy', 'romance']",['US'],,tt0035092,5.6,512.0,2.501,6.2
tm6542,Rawhide,MOVIE,Saunders with his Cattlemen's Protective Agency is running roughshod over the ranchers. Lawyer Larry Kimball is fighting him but he needs a rancher that will stand up with him against Saunders. He finds him when Lou Gehrig retires from baseball to take up ranching. Lou expects to relax on his ranch but quickly joins Larry in the fight.,1938,,58,"['western', 'sport', 'action', 'music', 'romance']",['US'],,tt0030655,5.6,167.0,1.122,7.4
tm3632,Discarded Lovers,MOVIE,"In this murder mystery, sexy blonde film star Irma Gladden is found dead in her car after shooting the last scene in her film, ""Falling Star"" at Eminent Studios. The suspects are numerous due to her free and easy lifestyle and messy romantic affairs. Among them are Grace Sibley the jealous wife of her director, Warren Sibley, her drunken actor husband, Andre Leighton, her screenwriter boyfriend, Rex Forsythe, and her first husband, Robert Worth. Also on hand to help solve the mystery are visiting reporter Bob Adair, Irma's secretary, Valerie Christine, and policemen Captain Sommers and Sergeant Delaney.",1932,,60,['thriller'],['US'],,tt0022821,4.8,117.0,0.6,4.7
tm8894,Tarzan's Revenge,MOVIE,"Eleanor and her parents are hunting big game, acompanied by her wimpish fiance.",1938,,70,"['romance', 'action', 'comedy', 'family']",['US'],,tt0030833,4.8,599.0,1.4,4.3
tm311548,Sabapathy,MOVIE,"A rich, happy-go-lucky young man lives with his faithful man-servant. The young man gets married to a well-to-do woman who is more educated than him, and she changes him to a more responsible person",1941,G,158,['comedy'],['IN'],,tt0240875,7.1,155.0,3.088,7.0
tm163500,Condemned to Live,MOVIE,"After a series of murders, a man finds out that his mother was bitten by a vampire bat during her pregnancy, and he believes that he may be the vampire committing the murders.",1935,,67,"['thriller', 'drama', 'horror']",['US'],,tt0026230,4.8,496.0,2.345,4.9
tm95847,Calendar Girl,MOVIE,"Around the turn of the century, two young men, Johnnie Bennett, a composer and Steve Adams, an artist, go to New York City to make their fortune. They both fall in love with the same girl, Patricia O'Neill. The artist paints a picture of her which outrages her father's sensibilities; but, as a result of the picture, she wins a chance to star in a Broadway play. She soon learns that the artist is just a trifler; and she turns to the composer, who loves her sincerely",1947,,88,['romance'],['US'],,tt0039236,5.7,256.0,0.708,5.2
tm325439,The Fabulous Joe,MOVIE,"Milo Terkel's life is never the same after he is willed a dog named Joe. Milo buys his wife a diamond necklace for their anniversary, but when he returns home he finds a note saying she is attending a charity affair. He decides to celebrate alone, taking Joe along for company. After two ""mystery gardenias"" at the Florida Club, he meets gorgeous Miss Gilmore who spots the necklace and asks to try it on. Milo is punched in the nose by Miss Gilmore's boyfriend, Louie. But Milo's troubles really begin when his dog starts to talk to him, and ONLY to him! He tells Milo to act tough, like Humphrey Bogart. It's a laugh-a-minute as Milo changes from lamb to lion and is innocently caught by his wife with the shapely Miss Gilmore. When his wife sues for divorce he tells the judge about Joe being his advisor. The judge can only suggest that Milo and his wife take a long vacation to work out their problems. Everyone knows a dog simply can't talk!",1947,,59,"['comedy', 'action', 'fantasy']",['US'],,tt0039366,6.3,89.0,1.4,3.0
tm85300,Outlaws of the Desert,MOVIE,"Hoppy, Johnny and California go to Arabia to buy some horses. There they get involved with a sheik and a harem and a kidnapping plot.",1941,,66,"['western', 'action']",['US'],,tt0033989,5.8,151.0,1.101,
tm161073,The Wedding Night,MOVIE,"While working on a novel in his country home in Connecticut, married writer Tony Barrett (Cooper) becomes attracted to Manya (Sten), the daughter of a neighboring farmer. Manya is unhappily engaged to Frederik (Bellamy). Due to a snowstorm, Tony and Manya are trapped together in his house overnight. The next day, Manya's father insists her wedding to Frederik take place in spite of Manya's misgivings. Drunkenness and jealousy result in tragedy at the wedding reception that night.",1935,,83,"['drama', 'romance']",['US'],,tt0027189,6.6,964.0,1.719,6.4
tm15681,Why We Fight: War Comes to America,MOVIE,The seventh and final film of Frank Capra's Why We Fight World War II propaganda film series. This entry attempts to describe the factors leading up to America's entry into the Second World War.,1945,,70,"['war', 'documentation']",['US'],,,,,1.84,6.8
tm4442,Speak Easily,MOVIE,A professor gets mixed up with chorus girls in a Broadway musical.,1932,,81,['comedy'],['US'],,tt0023498,5.8,1017.0,2.664,6.4
tm83723,Mr. Bug Goes to Town,MOVIE,The happy tranquility of Buggsville is shattered when the populace learns that a colossal skyscraper is to be built over their tiny town.,1941,G,78,"['comedy', 'animation', 'family', 'fantasy']",['US'],,tt0033727,6.9,1261.0,2.318,6.1
tm116860,One Rainy Afternoon,MOVIE,"Suave French actor Philippe Martin provokes a scandal when, in a darkened theater, he mistakes young Monique for his mistress, Yvonne, and tries to kiss her. Charged with assault, the quick-thinking Philippe claims it's French tradition to do as he did, and is let go. To his surprise, Philippe learns that Monique has paid his fine. As the tabloids exploit the situation, Monique dates Philippe, until a photo appears of him kissing Yvonne.",1936,,80,"['comedy', 'romance']",['US'],,tt0028062,5.9,276.0,2.069,4.4
tm87782,Wide Open Town,MOVIE,"Belle Langtry runs a town being taken over by cattle rustlers. She is also a front for the outlaws, who are led by Steve Fraser. Hoppy gets elected sheriff and cleans up the town with help from the Bar 20 boys.",1941,,79,['western'],['US'],,tt0034391,6.6,215.0,1.023,
tm23348,Joan the Woman,MOVIE,"A WWI English officer is inspired the night before a dangerous mission by a vision of Joan of Arc, whose story he relives.",1916,,138,"['drama', 'war', 'history']",['US'],,tt0177807,6.4,585.0,3.011,5.7
tm84796,My Pal Trigger,MOVIE,"Gabby doesn´t want to breed his horse the Golden Sovereign with Roy's. When Sovereign and Roy's horse escape, the Sovereign get shoot accidentally by Skoville but Roy is blamed and jailed. A year later Roy returns with Trigger, the son of the Sovereign. When Skoville reveals he was present when the horse was shot, Roy sees an opportunity to clear his name.",1946,,79,"['western', 'drama', 'music', 'action']",['US'],,tt0038764,6.4,505.0,3.636,6.0
tm54261,Indiscreet,MOVIE,A young woman jeopardizes the relationship with the man she loves when a no-account from her past shows up.,1931,,92,"['drama', 'romance', 'comedy']",['US'],,tt0022000,6.2,1447.0,1.062,5.8
tm80661,The Son of Monte Cristo,MOVIE,"Rightful owner of the kingdom, the Duchess of Zona, is engaged in a power struggle with the evil General Gurko. Edmond, the son of Monte Cristo, dons many disguises to come to the aid of the Duchess.",1940,,102,"['action', 'drama', 'romance']",['US'],,tt0033076,6.2,791.0,5.124,6.0
tm118270,Winterset,MOVIE,A man is determined to find the real culprit behind the crime for which his father was wrongly executed.,1936,,77,"['drama', 'romance', 'crime']",['US'],,tt0028511,6.2,431.0,2.649,5.5
tm118310,Border Patrol,MOVIE,"When three Texas Rangers try to investigate kidnapped Mexicans being used as forced labor in the mines of Silver Bullet, they are framed for murder by the town's corrupt sheriff.",1943,,65,"['western', 'action']",['US'],,tt0035692,6.2,294.0,2.34,6.0
tm1227,'Neath Brooklyn Bridge,MOVIE,"The East Side Kids find a young girl in the apartment of a man who has just been murdered. Believing her to be innocent, they hide her in their clubhouse while they try to find the real killer. The killer, however, used a baseball bat as his murder weapon, and the bat has the fingerprints of one of the gang on it.",1942,,61,"['romance', 'war', 'comedy', 'drama']",['US'],,tt0034420,5.8,659.0,1.809,6.9
tm5887,"Fanchon, the Cricket",MOVIE,"A young wild girl, Fanchon, lives in a forest with her eccentric grandmother who is suspected by the villagers of being a witch. The unkempt Fanchon suffers from her grandmother's sorceress reputation. One day the girl rescues a boy from drowning and they fall in love, but Fanchon won't agree to marry him unless his father asks her. A year later the boy has fallen very ill and it is only the presence of the enchanting Fanchon that helps to restore his health.",1915,,75,['drama'],['US'],,tt0005302,6.5,208.0,0.967,6.5
tm114201,Ghost Town,MOVIE,"An old miner is ambushed by outlaws trying to steal the $10,000 he is carrying to start up a new mine. A passing cowboy comes to the miner's aid, but winds up getting blamed for the attack.",1936,,56,"['western', 'romance', 'action']",['US'],,tt0028927,5.9,74.0,1.14,
tm6088,"Mr. Wong, Detective",MOVIE,A chemical manufacturer is killed just after asking detective James Wong to help him. So Detective Wong decides to investigate this as well as two subsequent murders.,1938,,70,"['thriller', 'crime', 'drama']",['US'],,tt0030473,6.0,1054.0,2.07,5.5
tm67830,Something to Sing About,MOVIE,James Cagney has a rare chance to show his song-and-dance-man roots in this low-budget tale of a New York bandleader struggling with a Hollywood studio boss.,1937,,93,['comedy'],['US'],,tt0029588,6.2,912.0,0.833,6.2
tm66036,Borderline,MOVIE,"Two undercover agents infiltrate a drug-smuggling ring in Mexico, thee find them selves falling in love with each other. Neither is aware of the other's identity As they decide to make a run for the border.",1950,,88,"['thriller', 'crime', 'drama']",['US'],,tt0042274,6.0,1367.0,1.936,5.4
tm7724,Mickey,MOVIE,"A pretty, tomboyish teenager comes of age in an American small town.",1948,,87,"['drama', 'comedy']",['US'],,tt0040586,6.6,123.0,0.907,6.0
tm163136,Nurse Edith Cavell,MOVIE,"British nurse Edith Cavell (Anna Neagle) is stationed at a hospital in Brussels during World War I. When the son of a former patient escapes from a German prisoner-of-war camp, she helps him flee to Holland. Outraged at the number of soldiers detained in the camps, Edith, along with a group of sympathizers, devises a plan to help the prisoners escape. As the group works to free the soldiers, Edith must keep her activities secret from the Germans",1939,,97,"['drama', 'war']",['US'],,tt0031737,6.6,335.0,1.256,6.4
tm161419,Eternally Yours,MOVIE,"Anita, engaged to solid Don Barnes, is swept off her feet by magician Arturo. Before you can say presto, she's his wife and stage assistant on a lengthy world tour. But Anita is annoyed by Arturo's constant flirtations, and his death-defying stunts give her nightmares. And forget her plan to retire to a farmhouse. Eventually, she has had enough and disappears.",1939,,95,"['drama', 'romance', 'comedy']",['US'],,tt0031282,5.7,758.0,3.951,5.5
tm110888,This Is the Army,MOVIE,"In WW I dancer Jerry Jones stages an all-soldier show on Broadway, called Yip Yip Yaphank. Wounded in the War, he becomes a producer. In WW II his son Johnny Jones, who was before his fathers assistant, gets the order to stage a knew all-soldier show, called THIS IS THE ARMY. But in his pesonal life he has problems, because he refuses to marry his fiancée until the war is over.",1943,,121,"['romance', 'war', 'comedy']",['US'],,tt0036430,5.8,1146.0,2.845,6.2
tm100001,The Lucky Texan,MOVIE,"Jerry Mason, a young Texan, and Jake Benson, an old rancher, become partners and strike it rich with a gold mine. They then find their lives complicated by bad guys and a woman.",1934,,61,"['western', 'action', 'romance']",['US'],,tt0025440,5.6,1213.0,4.079,4.7
tm156591,Irish Luck,MOVIE,A spunky young bellhop investigates the murder of a hotel guest.,1939,,58,"['comedy', 'action', 'crime']",['US'],,tt0031495,5.5,204.0,0.6,5.5
tm114234,Ghost Patrol,MOVIE,"A Professor has an invention that will bring down planes causing them to crash and Dawson is forcing him to use it on those carrying money. When Tim arrives to investigate he is mistaken for a noted outlaw. So he assumes that identity to force Dawson to make him a partner. But just as a plane bringing Tim help is arriving, his true identity is revealed and while he is a prisoner, Dawson forces the Professor to start his machine.",1936,,60,"['western', 'scifi', 'crime', 'romance']",['US'],,tt0027669,4.5,211.0,1.021,4.7
tm264330,Forbidden Jungle,MOVIE,"A hunter is hired to take an expedition deep into the African jungle to search for a white boy lost in a plane crash years before, and who has been rumored to be living among the wild animals.",1950,,66,['action'],['US'],,tt0042473,4.3,92.0,1.204,
tm88607,Dark Alibi,MOVIE,"After three men are convicted of bank robberies, Charlie becomes suspicious.  After some investigation Charlie finds the men are innocent and that the fingerprint evidence used to convict them had been forged.  Charlie then proceeds to find the true bank robbers.",1946,,61,"['thriller', 'comedy', 'crime', 'drama']",['US'],,tt0038452,6.5,1271.0,1.491,6.2
tm138295,"Sing, Sinner, Sing",MOVIE,"A singer on a gambling ship is married to a wealthy playboy. When he is found murdered, all evidence points to her as the culprit, and she is put on trial for the crime.",1933,,74,"['drama', 'romance']",['US'],,tt0024564,5.9,71.0,1.214,4.0
tm82863,Tanks a Million,MOVIE,"Chubby William Tracy starred as Dodo Doubleday, a feckless Army draftee blessed (or cursed) with a photographic memory. Inexplicably promoted to sergeant, Doubleday becomes the bane of topkick Sgt. Ames' (Joe Sawyer) existence.",1941,,50,"['comedy', 'romance']",['US'],,tt0034264,6.0,260.0,0.896,4.3
tm63346,Call of the Forest,MOVIE,"A prospector is looking for a lost gold mine and finds aid in his search through the efforts of his friend, Stormcloud, whom he has aided in the past.  Stormcloud gives the prospector's son a map leading to the mine in repayment for his past kindness.  When a claim jumper learns about the map, he targets the prospector and his son in order to get the treasure.",1949,,57,['western'],['US'],,tt0041221,5.3,84.0,0.752,4.7
tm99843,Wagon Wheels,MOVIE,"Wagon Wheels is a 1934 remake of 1931's Fighting Caravans, using stock footage from the original and substituting a new cast headed by Randolph Scott and Gail Patrick to replace the earlier film's Gary Cooper and Lili Damita. The western movie was directed by Charles Barton from the Zane Grey novel ""Fighting Caravans.""",1934,,56,"['western', 'comedy', 'drama', 'romance', 'action']",['US'],,tt0025954,5.6,283.0,1.125,4.3
tm241988,High School Girl,MOVIE,"In this drama, a teenage boy and girl, tired of parental repression, begin sneaking out on dates and to parties. The parents are strict, but pay little real attention to their kids, therefore the kids turn to their high school biology teacher who is willing to really listen to their confidences.",1935,,55,['drama'],['US'],,tt0026470,5.0,44.0,0.704,2.0
tm84400,The Blood of Jesus,MOVIE,"Razz accidentally shoots his wife Martha when his hunting rifle drops on the floor and discharges. The church congregation gathers at Martha’s bedside to pray for her recovery, and during this period an angel arrives to take Martha’s spirit from her body, but she is tempted by the slick Judas Green, who is an agent for Satan.",1941,,57,"['fantasy', 'drama']",['US'],,tt0033406,5.3,638.0,2.087,4.6
tm95309,Vigilantes of Boomtown,MOVIE,"The ranch of Red Ryder (Allan Lane) and his aunt, The Duchess (Martha Wentworth), is being used as the training site for ""Gentleman Jim"" Corbett (George Turner) for his upcoming fight in Carson City, Nevada for the heavyweight championship against Bob Fitzsimmons (John Dehner). Molly McVey (Peggy Stewart), the daughter of a U.S. Senator, crusading against prize-fighting in Nevada, complicates matters soemwhat when she conceives the bright idea of having Corbett kidnapped, thus causing the cancellation of the fight. The two men (George Chesebro and George Lloyd) she hires to do the kidnapping also add to the complications by kidnapping Ryder instead of Corbett. Meanwhile, a gang of crooks, led by McKean (Roy Barcroft), descend on the town intent on looting the town and also making off with the fight proceeds.",1947,,56,['western'],['US'],,tt0039959,6.2,58.0,0.877,
tm154438,Arrest Bulldog Drummond,MOVIE,The invention of a machine that can cause remote explosions brings the attention of Scotland Yard and Bulldog Drummond.,1938,G,57,"['thriller', 'scifi']",['US'],,tt0031054,6.1,399.0,2.511,6.6
tm112452,Desert Gold,MOVIE,"Chet Kasedon is after the Indians hidden gold mine but Chief Moya will not reveal it's location. He has also hired mining engineers Gale and Mortimer to locate the mine. When Gale sees Kasedon's cruelty to Moya, he switches sides.",1936,,58,"['western', 'drama', 'romance', 'action', 'comedy']",['US'],,tt0027511,5.6,145.0,1.315,5.7
tm76138,Phantom Killer,MOVIE,Well-known philanthropist and deaf-mute John G. Harrison is identified leaving the scene of several murders but evades successful prosecution as there are hundreds of witnesses who have also seen him emceeing benefits at the exact same time as the murders.,1942,,61,"['romance', 'thriller']",['US'],,tt0035185,5.3,188.0,1.092,
